[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | INFO: Tag[ route_check ] --START--
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | SQL: SELECT * FROM `stat` WHERE start_time between '2013-09-10 00:00:00' and '2013-09-10 23:59:59' and time_step='ten_minute' ORDER BY type asc,pop_id asc  [ RunTime:0.015910s ]
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [8] Undefined variable: view_total StatAction.class.php 第 33 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:31+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
