[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | INFO: Tag[ route_check ] --START--
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | SQL: SELECT * FROM `stat` WHERE start_time between '2013-09-10 00:00:00' and '2013-09-10 23:59:59' and time_step='hour' ORDER BY type asc,pop_id asc  [ RunTime:0.005392s ]
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | INFO: Tag[ view_template ] --START--
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | INFO: Run LocationTemplate Behavior [ RunTime:0.001139s ]
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001179s ]
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | INFO: Tag[ view_parse ] --START--
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: selectProductName 0e81eac836b05127e8d342e505a737f9.php 第 79 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 83 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 84 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 85 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 87 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 88 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 89 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 90 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 91 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 92 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 94 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 95 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 96 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 97 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 98 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined variable: Think 0e81eac836b05127e8d342e505a737f9.php 第 99 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: end 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: ctr 0e81eac836b05127e8d342e505a737f9.php 第 149 行.
[ 2013-09-10T14:35:51+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=hour&__hash__=64d85267294e08c5c6c0bb0cc5923dff_c553b803bec1e5ff14b269ed85717e35 | NOTIC: [8] Undefined index: start 0e81eac836b05127e8d342e505a737f9.php 第 150 行.
