[ 2013-09-21T16:33:15+08:00 ] / | INFO: Tag[ route_check ] --START--
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000554s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined index: _URL_ LoginBehavior.class.php 第 22 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined index: _URL_ LoginBehavior.class.php 第 23 行.
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run Login Behavior [ RunTime:0.000154s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000189s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.000339s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.000378s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: selectProductName 948b69b7e74262b0af4cc87e8ce85c98.php 第 79 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 83 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 84 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 85 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 87 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 88 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 89 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 90 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 91 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 92 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 93 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 95 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 96 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 97 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 98 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 99 行.
[ 2013-09-21T16:33:18+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 100 行.
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.011755s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011785s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000360s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000333s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000258s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000298s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001356s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.000272s ]
[ 2013-09-21T16:33:18+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.000303s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run CheckRoute Behavior [ RunTime:0.000531s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000621s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000270s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run CheckLang Behavior [ RunTime:0.001807s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002130s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run Login Behavior [ RunTime:0.000980s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001037s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.000721s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | SQL: SELECT COUNT(*) AS tp_count FROM `user` LIMIT 1   [ RunTime:0.000228s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | SQL: SELECT * FROM `user` ORDER BY id desc LIMIT 0,20   [ RunTime:0.000179s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `oemid` [ RunTime:0.008447s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | SQL: SELECT * FROM `oemid`  [ RunTime:0.000270s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001340s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001385s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: selectProductName c52881e8e0eb5f2f3b18504de7b757ee.php 第 79 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 83 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 84 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 85 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 87 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 88 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 89 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 90 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 91 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 92 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 93 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 95 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 96 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 97 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 98 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 99 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 100 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run ParseTemplate Behavior [ RunTime:0.012974s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013005s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run ContentReplace Behavior [ RunTime:0.000352s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run TokenBuild Behavior [ RunTime:0.000328s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000294s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000320s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001380s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_end ] --START--
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000296s ]
[ 2013-09-21T16:33:19+08:00 ] /UserManage/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000325s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --START--
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run CheckRoute Behavior [ RunTime:0.000526s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000587s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000297s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run CheckLang Behavior [ RunTime:0.002027s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002382s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run Login Behavior [ RunTime:0.001066s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001104s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.000808s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | SQL: SELECT COUNT(*) AS tp_count FROM `user` LIMIT 1   [ RunTime:0.000240s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | SQL: SELECT * FROM `user` ORDER BY id desc LIMIT 0,20   [ RunTime:0.000208s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `oemid` [ RunTime:0.000496s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | SQL: SELECT * FROM `oemid`  [ RunTime:0.000197s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --START--
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001005s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001047s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: selectProductName c52881e8e0eb5f2f3b18504de7b757ee.php 第 79 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 83 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 84 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 85 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 87 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 88 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 89 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 90 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 91 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 92 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 93 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 95 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 96 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 97 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 98 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 99 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 100 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013615s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013650s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run ContentReplace Behavior [ RunTime:0.000356s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run TokenBuild Behavior [ RunTime:0.000324s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000263s ]
[ 2013-09-21T16:33:22+08:00 ] /UserManage/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000332s ]
