[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | INFO: Tag[ route_check ] --START--
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
[ 2013-09-10T14:49:23+08:00 ] /Stat/?start=2013-09-10+00%3A00%3A00&end=2013-09-10+23%3A59%3A59&time_step=ten_minute&__hash__=83d97192e8b1664c658eb718c0298eb0_3e0cb4e08f99b6c21c679f9e4aa19e98 | NOTIC: [2] Division by zero StatAction.class.php 第 57 行.
